index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Competitors,Average Salary,Average Revenue,Processed_JD
295,Data Scientist,4.1,"Capio Group
4.1","Sacramento, CA","Goteborg, Sweden",10000.0,-1,Hospital,Health Care Services & Hospitals,Health Care,-1,183.0,11033.685185185184,"FIRST ROLE WITH CAPIO: Help Capio Group design better way! looking experienced Data Scientist excited deliver meaningful solutions public sector customers. The Data Scientist assigned full-time Capio Group project. Our teams range single consultant many 40, candidates comfortable working individually groups. Capio Group consultants usually work customer’s place business. MINIMUM QUALIFICATIONS: least five (5) years FTE experience within last ten (10) years data analytics performing least five (5) following tasks: Developing, concert Business Analysts Researchers, domain models using Domain Driven Design (DDD); Understanding, preparing, analyzing data identify statistical associations patterns, including emerging trends; Understanding analyzing data generate business insights, providing specific recommendations, based findings, optimize business results; Applying mathematical optimization; Applying discrete-event simulation; Understanding business rules representation processing; Designing, building, interpreting tuning predictive models; Performing data science Java, SQL, Python, text analytics, graph analytics, structured unstructured data, JSON, XML, NoSQL, RDMSs."
296,Data Scientist,3.4,"SleePare
3.4","New York, NY","New York, NY",25.5,2017,Company - Private,Other Retail Stores,Retail,-1,183.0,11033.685185185184,"Job Description Expertise NLP, including analyzing text generating new texts based analysis must. Expertise solving predictive time series problems advantage. Knowledge methodologies (e.g. CRISP-DM) non-linear models (e.g. RNN deep learning models, Random Forest, XGBoost, etc.) must. Knowledge languages tools (SQL, Python/R) must. Experience working data warehouses, including joining several resources one dataset must. Experience automating models advantage. Knowledge advanced languages tools (BigQuery, Spark, Scala, Ruby, Java, etc.) advantage. Scope Outcome: Our project aims improve traffic performance creating automatic adaptive predicting model incorporates NLP time series techniques. Methodologies used: Natural Language Processing (NLP) analyzing tagging keywords (using models like word embedding, POS, etc.), generating new keywords. Time series working multi-streaming time series data dependency series. Solving problem non-time series models (e.g. XGBoost) various advanced models deep learning. Tools used: Data science tools (R/Python), Remote server tools (Linux, Rserver (if using R)), Automating processes (Java/R/Python/Ruby)"
297,Data Analyst,4.5,"ShorePoint
4.5","Reston, VA","Washington, DC",25.5,2017,Company - Private,IT Services,Information Technology,-1,183.0,11033.685185185184,"ShorePoint cybersecurity services firm focus high-profile, high-threat private public-sector customers demand experience proven security models protect data. seeking Data Analyst provide unparalleled support customer Continuous Diagnostic Mitigation (CDM) Program. This unique opportunity shape growth, development culture exciting emerging company cybersecurity market. The CDM Program high-profile, high-visibility, cybersecurity modernization risk management program contribute innovative solutions consult government agencies enhance Information Assurance (IA) programs continuous monitoring capabilities. Roles Responsibilities Lead data analytical evaluation large set data across multiple COTS products Create visualizations dashboards Elasticsearch’s Kibana web site based requirements customer needs Use query languages (KQL/JSON) find data Lead technical engagements assess client business technical objectives, determine deliverables, evaluate risk execute projects effectively Awareness data reported cyber security tools Understands improves data modeled program Logical Data Model Ensures enterprise architects addressing data requirements respective projects solutions reviewing data results Align standards, frameworks security overall business technology strategy Conduct Design Workshops multiple stakeholders Respond data call looking certain scenario requested customer Provide reporting feedback senior management required Follow data across various systems suggest breakdowns data flows Analyze Review business requirement shared Client Create data mapping; identify gaps data mapping Business Requirements Document; review business team close gaps Support production deployments working operation team validate data Participate daily agile sprint meetings, set review meetings, prepare status updates periodic basis When applicable, prepare clear concise application documentation business users Train support users applications visualizations Meet professional obligations efficient work habits as, meeting deadlines, honoring schedules, coordinating resources meetings effective timely manner Experience Descriptive Analytic Diagnostic Analytics Support duties assigned Required Skills years enterprise data analytical experience using technologies Tableau, Microsoft Power like, SQL, query syntax Experience JSON Unix commands plus years experience working and/or dynamic cross-competency teams using structured project development methodology Experience supporting technical solutions complex heterogenous environments Experience remediating data issues, documenting Source Target Mapping Data Sources Experience conceptual Data Models Creation Input Experience Data Quality Research, Testing, Reporting Ability analyze, summarize, characterize large small data sets varying degrees fidelity quality; ability identify explain insights patterns within Strong expertise designing, developing, implementing reports, visualizations dashboards Knowledge database design techniques advanced SQL NoSSQL skills Proven skills Business Intelligence analysis Strong detail-orientation excellent analytical problem-solving skills Desire enhance development skills research alternatives accomplish tasks drive innovation Positive interpersonal communication skills, including ability listen, ask probing questions, ensure accurate understanding internal client needs Ability function independently within agile team Solid experience exploratory data analysis visualization Experience collaborating Government Agencies, state local governments, commercial entities develop service program maturity accordance Federal mandates best practices. Experience DHS Continuous Diagnostics Mitigation (CDM) plus Strong experience ensuring customer satisfaction, problem resolution, risk management several medium large projects Experience conducting assessments Enterprise reviewing technical documentations, conducting interviews workshops identify gaps developing tailored solution highly desired Applicants able develop application domain knowledge provide subject matter expertise needed time Desired Skills Developed data models ability present senior leadership client Created Visualization using Kibana, Power BI, Tableau Experience large data sets evaluating trends correlations Perform root cause analysis data anomalies Knowledge data engineering data science machine learning plus Experience JIRA Education Requirement Undergraduate degree equivalent combination education work experience Years Experience Requirement years data analysis experience required Location Reston, Security Clearance Must ability obtain maintain DHS Suitability/Entry Duty (EOD)"
298,Data Scientist,3.5,"Dolphin
3.5","New York, NY","Lake Buena Vista, FL",3000.5,1990,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,-1,183.0,11033.685185185184,"-------- Important: The hiring process role managed Dolphin, made 24K+ matches jobs tackling biggest challenges facing society (climate change, poverty, civil rights, infectious diseases, space exploration more). Browse high-impact jobs withdolphin.com. -------- Our client fast growing machine learning company analyzes clinical healthcare data generate actionable insights improve lives fifty million patients year U.S. Europe. They seeking experienced creative Data Scientist software development experience join New York team. This role play pivotal part research development new existing features client's healthcare platform. How You’ll Contribute Write clean, high-quality code tests build high performance software applications Work Data Engineering team roll new data analysis capabilities data-driven healthcare applications Contribute technical discussions gather requirements develop product features solutions following standard methodologies Research document proposed solutions Collaborate management teams across organisation Work Product Design counterparts bring features conception launch Participate microservices API design development Help triage bugs, track software defects, ensure timely resolution Define steward technical standards quality fellow Engineers Conduct peer code reviews What We’re Looking Over four years experience back-end database development strong computer science fundamentals (or equivalent amount projects) Strong understanding experience using PyTorch, Tensorflow, Python, Flask, SQL (strong familiarity least one popular dialect, MySQL PostgreSQL), MongoDB, related frameworks technologies Experience data-intensive development exposure handling structured unstructured data Understand user, behaviour, expectations contribute make experience better release Experience building RESTful interfaces support scalable microservice architecture problem solver exceptional analytical skills high attention detail Intermediate/Upper-Intermediate verbal written technical English Bonus Points You Have Building cloud-based machine learning pipelines Experience Elasticsearch, Kafka, Spark, GraphQL Workings Database, Queues, Cache, servers -------- Important: The hiring process role managed Dolphin, made 24K+ matches jobs tackling biggest challenges facing society (climate change, poverty, civil rights, infectious diseases, space exploration more). Browse high-impact jobs withdolphin.com. -------- Job Type: Full-time Benefits: 401(k) 401(k) Matching Dental Insurance Disability Insurance Health Insurance Life Insurance Paid Time Off Professional Development Assistance Relocation Assistance Vision Insurance Experience: backend/database: years (Preferred) Work authorization: United States (Preferred) Application Question: Why interested career healthcare? Additional Compensation: Bonuses Schedule: Monday Friday Company's website: https://www.splashwithdolphin.com/ Work Remotely: Temporarily due COVID-19"
299,Data Scientist,3.6,"TE Connectivity
3.6","Hampton, VA","Schaffhausen, Switzerland",10000.0,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,-1,183.0,10.0,Function: Engineering Technology Nearest Major Market: Hampton Roads
300,Data Scientist,3.2,"State of Virginia
3.2","Richmond, VA","Richmond, VA",10000.0,1788,Government,State & Regional Agencies,Government,-1,183.0,10.0,"For years, Virginia Lottery building amazing organization committed growth giving back fun it. work hard build authentic relationships Virginians communicating relevant, unique surprising ways. Operating entirely revenue game sales, rather tax dollars, Virginia Lottery generates approximately $1.6 million per day Virginia's K-12 public schools. The Virginia Lottery currently seeking Data Scientist join Information Technology Services Department. The Data Scientist provide transactional, operational analytical data preparation support Lottery's data warehouse systems. The Data Scientist enrich optimize Lottery's existing datasets data infrastructure responsive data deliveries addressing growing needs data analytics business. The Data Scientist provide guidance subject matter expertise building predictive models, enterprise data integration, application data integration reporting needs. This role key part analytics team serve primary support creating models help assess existing programs creating predictive models drive strategic marketing decisions maximize customer engagement. The Data Scientist experience designing building solutions using Azure Cloud Technologies i.e. Azure Databricks, Azure Data Factory, Azure SQL, Azure Data Lake etc. The Data Scientist design, build integrate enterprise data platforms following ways: Design implement systems serve Lottery's business transactions operational data needs Design implement systems serve Lottery's analytical, reporting needs Develop forecasts predictive models variety programs new products, changes existing products, acquisition marketing campaigns retention marketing programs Create maintain optimal data pipeline architecture Azure platform Develop batch processing solutions using Data Factory Azure Databricks Design real-time processing using Stream Analytics Azure Databrick Implement Azure Databricks clusters, notebooks, jobs, autoscaling Assist data mining segmentation strategies player database activities Create statistical models make recommendations optimize prize structures existing future Lottery games The Data Scientist enrich optimize Lottery's existing datasets data infrastructure following: Consolidate redundant data feeds reduce data processing overlaps Keep capacity, performance technology Lottery's critical data infrastructure demand business Ensure performance, stability integrity Lottery's database systems systems continue meet needs business operations regulatory compliance Work closely Lottery's vendors ensure reliable supply data external sources Clearly document communicate statistical models evaluation findings peers management staff Lead projects coordinate assignments Lottery vendors The Data Scientist prepare supply big data Lottery's analytical needs by: Assisting initial data exploration steps (binning, pivoting, summarizing finding correlations etc.) Using statistical practices analyze current historical data make predictions, identify risks, opportunities enabling better decisions planned/future events Viewing understanding projects functional areas order consolidate analytical needs processes The Data Scientist establish long-t Minimum Qualifications The person selected position have: Bachelor's Degree accredited 4-year college university major studies Computer Science, Information Technology related field More 10+ years experience across multiple data areas Information Technology including data science, data analysis, data modeling, data integration security Extensive years experience providing data architecture solutions premises cloud applications Knowledge ability perform basic statistical analysis measures central tendency, normal distribution, variance, standard deviation, basic tests, correlation, regression techniques Strong experience cloud computing Azure Ability develop forecasts predictive models variety programs new products, changes existing products, acquisition marketing campaigns retention marketing programs Ability create maintain optimal data pipeline architecture Azure platform Ability develop batch processing solutions using Data Factory Azure Databricks Ability adapt change Ability think methodically, creatively independently Ability provide receive constructive feedback comparable amount training experience may substituted minimum qualifications. Preferred Qualifications Preferred qualifications include: Proven experience data modeling, SQL Programming ETL (Extract, Transform Load) package design Strong experience Azure Data Lake, ETL, ELT, Azure Data Factory Experience working large volumes data; extracting manipulating large datasets using standard tools Python, Hadoop, SQL SAS Strong In-depth knowledge Microsoft SQL Server products including SSIS, SSRS SSAS Special Requirements The selected candidate required pass background investigation. SDL2017"
301,Data Scientist,3.7,"TA Digital
3.7","New York, NY","Newark, CA",750.5,2000,Company - Private,Computer Hardware & Software,Information Technology,-1,183.0,37.5,"Location: Anywhere Canada Location Preferences New York, New Jersey, Toronto, Los Angeles, Bay Area, Phoenix, Denver, Chicago Dallas Travel Amount 50% Digital digital transformation agency 30-40% growth year-over-year focused hiring leaders within digital marketing space support growth build scalable foundation future. Our vision provide innovative digital solutions services continuing expand leadership team hiring superstars may feel lost marginalized within current organizations. feel: many layers decision makers current organization make right decision even identify problems recommend viable solutions ready bigger voice, larger platform place stronger impact …then consider Digital ready talk you! Responsibilities: Create/ Implement Statistical Models, Neural Network Based Models Supervised, Unsupervised Machine Learning. (Prediction, Classification, Clustering) Development Object-oriented programming knowledge, Java, Scala, Python Deploy models production Build solutions computer vision, NLP, time series forecasting, general prediction models Analyze data visualize data, providing business insights. Work SMEs understand business data models Requirements Experience design implementation Machine Learning/AI/Deep Learning solutions. least years working experience managing data science project life cycle actively involved phases project life cycle including data ingestion, data engineering, features engineering, statistical modelling (decision trees, regression models, neural networks, SVM, clustering,..) Developing models Machine learning NLP, Neural Networks, Recommendation engines, Reinforcement Learning, Exposure analytics platforms, Azure Studio, Google Engine, etc. Work experience structured/unstructured data, SQL NoSQL big data storage solutions, cloud computing, REST API, cloud microservices Experience building solutions computer vision, NLP, time series forecasting, general prediction models Analyse large, complex, multi-dimensional datasets variety open source tools Implement Anomaly Detection Optimization Techniques Benefits Compensation: Base Salary, Bonus, Benefits: Global Health, Dental, Vision, AD&D Insurance, Vacation PTO Holiday pay plus matching 401K, Tuition Travel Expense Reimbursement needed About us: Digital global boutique digital transformation agency helps organizations realize immediate long-lasting value exceptional user experience data-driven methodology. For nearly two decades, we’ve helped clients overcome lack scale resource diversity small regional agencies quantity-not-quality approach large system integrators. For years, known global leader helps marketing technology executives understand digital ecosystem, identify operational gaps within organization finally ushering mature profitable digital landscape. Digital high-level strategic partnerships digital experience platform companies like Adobe, SAP Salesforce. Digital also global partnerships industry leaders like Sitecore, Episerver, Elastic Path, BigCommerce, AWS, Azure Coveo. The company also recognized 2013, 2014, 2015, 2019 Inc.com 5000 list one successful technology companies United States. Digital offices US, Canada, India. For information, visit: www.tadigital.com EOE OFCCP Compliant regardless of: Minority Female Veteran Disabled Sexual Orientation Gender Identity National Origin"
302,Data Scientist,4.0,"Market America Inc
4.0","Monterey, CA","Greensboro, NC",750.5,1992,Company - Private,Other Retail Stores,Retail,-1,183.0,300.0,"Market America- SHOP.COM seeking Data Scientist supporting product, engineering, leadership marketing teams insights gained analyzing company data. role adept using large data sets find opportunities product process optimization. You must strong experience using variety data mining/data analysis methods, using variety data tools, building implementing models, using/creating algorithms creating/running simulations. You NLP expert proficiencies applying Information, theory techniques informational retrieval relevancy scoring. Applying Box methodologies increasing precision search relevancies. Have proven ability drive business results data-based insights. You comfortable working wide range stakeholders functional teams. The ideal candidate passion discovering solutions hidden large data sets working stakeholders improve business outcomes. What day day responsibilities? Work stakeholders throughout organization identify opportunities leveraging company data drive business solutions. Mine analyze data company databases drive optimization improvement product development, marketing techniques business strategies. Assess effectiveness accuracy new data sources data gathering techniques. Develop custom data models algorithms apply data sets. Use predictive modeling increase optimize customer experiences, revenue generation, targeting business outcomes. Coordinate different functional teams implement models monitor outcomes. Develop processes tools monitor analyze model performance data accuracy. What skills need successful role? Strong problem-solving skills emphasis product development. Experience using statistical computer languages (R, Python, SLQ, etc.) manipulate data draw insights large data sets. Experience working creating data architectures. Knowledge variety machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) real-world advantages/drawbacks. Knowledge advanced statistical techniques concepts (regression, properties distributions, statistical tests proper usage, etc.) experience applications. Excellent written verbal communication skills coordinating across teams. drive learn master new technologies techniques. Additional Requirements role? Were looking someone 4-6 years experience manipulating data sets building statistical models, Masters degree PhD Statistics, Mathematics, Computer Science another quantitative field, familiar following software/tools: Experience querying databases using statistical computer languages: Python, SLQ, etc. Experience creating using advanced machine learning algorithms statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc. Experience analyzing data 3rd party providers: Google Analytics, Adobe Analytics Experience distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark Experience visualizing/presenting data proud equal opportunity employer offer competitive salaries benefits, including health, dental, vision, life, short long-term disability insurance, 401(k) retirement plan company match. #LI-KR1"
303,Data Scientist,3.2,"Triplebyte
3.2","Chicago, IL","San Francisco, CA",125.5,2015,Company - Private,Computer Hardware & Software,Information Technology,-1,185.0,11033.685185185184,"Role Description data scientist Triplebyte, you’ll opportunity work variety challenges help scale. You'll part small team, leveraging data fix technical hiring. Your day day, include mix dataset acquisition, statistical modeling, exploratory data analysis, software engineering. You’ll report directly Triplebytes' Head Machine Learning work alongside team 6-8 machine learning engineers data scientists. Fields work touch Psychometrics Recommender systems Time series analysis Survival analysis Bayesian inference Probabilistic programming This ideal role data scientist wants scope responsibility features/products inception research phase measuring real-world results. About Triplebyte Triplebyte hiring marketplace used companies like Apple, Dropbox, Stripe, Instacart hire best technical talent. mission build meritocratic hiring process, evaluation background blind. Our ultimate goal collect largest dataset use build world's best technical hiring process. company successfully done field. growing extremely quickly, working problem fundamental, sitting crossroads workforce employers. Ten years now, look silly use anything Triplebyte technical hiring. Company Culture laid-back, friendly office culture. Over lunch often find discussing latest technology, books, pop culture, maybe getting quick game chess babyfoot (foosball). Since early-stage company, move fast, important member team able take ownership projects defining problems, brainstorming solutions, running experiments."
304,Data Scientist,4.5,"Kingfisher Systems
4.5","McLean, VA","Falls Church, VA",125.5,2005,Company - Private,Federal Agencies,Government,-1,185.0,37.5,"Kingfisher Systems, Inc. specializes providing full range Information Technology, Cybersecurity, Intelligence, support services U.S. Government. Kingfisher Systems core competency technology-enabled services, specific focus national security. Since 2005, Kingfisher established recognized trusted mission partner whose mission safeguarding sensitive information, operations, programs Federal customers warfighters. Responsibilities: Kingfisher Systems, Inc. seeking Data Scientist implement effective innovative solutions meshing disparate data types discover insights trends human capital information. Perform work data science team advance HCA across IC. Centralize data collection synthesis, including survey data, enabling strategic predictive analytics guide business decisions. Develop utilize complex programmatic quantitative methods find patterns relationships data sets; lead statistical modeling, data-driven problem-solving analysis address novel abstract business operation questions; incorporate insights findings range products. Create detailed write-ups processes used, logic applied, methodologies used creation, validation, analysis, visualizations. Write ups shall occur initially, within week process created, updated writing changes occur. Adapt freeware solutions modular solutions maximum flexibility. Provide advanced capability data analysis human capital information disparate data types, promoting visualization storytelling discover insights help guide business decisions. forward leaning, exploring HCA solutions benefit elements individually collectively. Let data tell story including inconsistent contradictory automate data cleansing. Integrate data solutions collection Information Technology Enterprise enhance connectivity Identify customize, necessary, Commercial Off The Shelf (COTS) Information Technology (IT) tools administration data collection, leverage, support, integrate process tools built and/or component elements. Any tools developed shall web-based web-enabled, designed maximize feedback effectiveness protecting employee assessment information, include structured interview web-based tools gathering feedback. Assist development maintenance financial procedural guidance, templates data formats, identifying IC-wide workforce numbers, include government, military, contractor support. Review, assess data, identify data deficiencies recommend solutions remediation. Support quantitative analytic efforts workforce planning, development financial procedural guidance data formats related Congressional Budget Justification Book (CBJB) planning displays, analytic support budget management planning. Assist hoc data requests Congress, elements required client. Coordinate facilitate community practice working group meetings, include meeting logistics, agenda development presenter coordination, day-of execution facilitation, documentation distribution meeting minutes presentations. Present coordinate presentations relevant topics directed client. Required Skills: Data analysis modeling independent (i.e., without significant guidance direction) basis. Demonstrated experience developing applying quantitative methods find patterns relationships large human capital data sets (such Human Capital Data Call, Foreign Language Data Call, FAIR act data, etc.) using statistical graphical packages. Applied knowledge mathematical sciences probability, statistics, predictive modeling, computational social sciences; computer programming limited Python, SAS, SPSS; COTS data visualization packages limited Tableau. Experience Oracle Database Procedural language/Structured Query Language (PUSQL). Preferred Experience: C#.NET, ASP.NET Model View Controller (MVC), jQuery, Cascading Style Sheets (CSS), etc. Structuring data, natural language processing, database technologies, machine learning algorithms. Ability translate complex, technical, analytic findings easily understood narrative- tell story data graphical, verbal, written form. Demonstrated professional experience developing quantitative financial analysis related budget formulation execution. Experience development financial procedural guidance data formats related CBJB workforce displays analytic support, resource management planning. Demonstrated experience human resource management supporting federal government. Demonstrated experience use programming, design, development, implementation on-line automated survey instruments. Years Experience: years relevant experience related field (International Relations, computer science, mathematics, statistics, political science etc.). Degree Requirement: Bachelor's advanced degree social sciences related fields Related fields may include statistics, mathematics, computer science, physical science, economics, engineering. Minimum Clearance Requirement: Minimum Top Secret clearance SCI Eligibility. Applicants selected subject additional security investigation thus may additional eligibility requirements meet. Kingfisher Systems, Inc. Equal Opportunity Employer. All qualified applicants receive consideration employment without regard race, color, religion, sex, national origin, age, protected veteran status, among things, status qualified individual disability."
305,Chief Scientist,3.4,"TrueAccord
3.4",Remote,"San Francisco, CA",125.5,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,-1,185.0,11033.685185185184,"Why TrueAccord? Debt collection failing consumers. Every year, million Americans negative experiences collections process, deserve much better treatment relevant, digital, less abrasive. That’s banks, lenders, industry leaders coming TrueAccord innovative solutions recovering outstanding receivables. TrueAccord category-defining company. combine machine learning human-based approach guide lenders borrowers challenging financial process. With world-class leadership team, passionate driven team members, diverse growing client base, TrueAccord well positioned continued success. Your Role: TrueAccord building world-class Data Science team help Americans safeguard financial health. looking Chief Scientist lead it. This unique opportunity use experience, knowledge, passion transform trillion-dollar industry bring financial peace mind tens millions people many harassed abused commission-driven collections agencies years. You join multi-functional engineering team dedicated creating data-driven culture improving efficiency way make implement decisions. Chief Scientist, act visionary leads technology development optimizing TrueAccord’s automated debt collection strategies. You also scientific face TrueAccord outside world. We’re looking someone known research machine learning capable transforming theory practical algorithms. Responsibilities: Formulate implement technical vision strategy around Machine Learning Devise world-class Machine Learning platform debt management industry Continuously improve business impact production Machine Learning systems Hunt quality datasets Represent TrueAccord Machine Learning community Mentor guide Data Science team Work closely product leadership, TrueAccord stakeholders, clients models, datasets, insights Explain complex Machine Learning concepts audiences varied technical backgrounds Qualifications: PhD Computer Science specialization Machine Learning Recent experience building managing strong, impactful data science team Entrepreneurial mindset Track record significant business lift Machine Learning fintech Current recent advances field Industry presence: published research, blogging, conferences, meetups, open source contributions Fluent proficiency Python Ability quickly prototype test new ideas Deep understanding cost-effective tradeoffs large-scale production systems Strong passion research development experience solving hard analytical problems What TrueAccord offers Culture Benefits TrueAccord distributed company major presence San Francisco Bay area Lenexa, KS. offer healthy work environment continuously builds inclusive diverse culture everyone able develop best version themselves. dynamic group people subject matter experts passion change. offer: *** Generous paid time *** Paid training *** promote work/life harmony *** Paid holidays *** Health, dental vision benefits *** 401K matching Our teams crafting solutions big problems every day. you’re looking opportunity impactful work, join TrueAccord make difference. Our Dedication Diversity Inclusion TrueAccord equal opportunity employer. promote, value, thrive diverse inclusive team. Different perspectives contribute better solutions makes stronger every day. discriminate basis race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability status."
306,Data Scientist,3.9,"ALTA IT Services
3.9","Woodlawn, MD","Rockville, MD",350.5,2004,Company - Private,IT Services,Information Technology,-1,185.0,17.5,"Long term. months contract hire. Open candidates require sponsorship. Selected candidates ready onsite 4-6 months onboarding. Required qualifications successful role bull Master's degree years experience Bachelor's degree years experience PhD years experience Required Machine Learning, Predictive Modeling Python experience Preferred Strong Natural Language Processing (NLP) Preferred Experience andor SAS complex data manipulation, statistical analysis, machine learning. Experience Forecasting, Time Series Analysis, statistical modeling, etc. Experience modern machine learning libraries, including Keras, TensorFlow, PyTorch, MXNet, MADlib. Required SQL (preferable distributed environment, e.g. Greenplum, SQL Server, Oracle). Preferred Required Experience data visualization tools (e.g., Tableau, Bokeh, D3) elastic stack (Kibana). Experience using peer-collaboration tools, e.g., Confluence. (Preferred) Experience using GIT version control systems."
307,Data Scientist,3.2,"Kollasoft Inc.
3.2",United States,"Scottsdale, AZ",25.5,-1,Company - Private,IT Services,Information Technology,-1,185.0,3.0,"DATA SCIENTIST REMOTE working occasional travel Washington,DC considered right candidate. Duration Long term Position Summary Client looking seasoned Data Scientist leverage existing data develop execute predictive models advanced analytics help solve complex business problems. The data scientist use advanced techniques integrate traditional non-traditional data sets enable analytical solutions. This person also apply predictive analytics, machine learning, optimization techniques generate management insights optimize business functions. MUST HAVE SKILLS years lsquoRrsquo Depth knowledge statistics Hands-on experience building range predictive models using artificial intelligence machine learning. Responsibilities Utilize advanced statistical techniques create high performing predictive models creative analyses address business objectives client needs. Tests new statistical analysis methods, software data sources continual improvement quantitative solutions. Work Business SMEs create models predict outcome key business processes Lead contribute data analysis modeling projects project prototype design Gathering analyzing data, identifying key predictionclassification problems, devising solutions building prototypes. Follow industry trends related data analytics processes businesses. Develop high-performance algorithms predictive analytics. Testing implementing algorithms scalable, product-ready code. Qualifications Post graduate PhD least years data science expertise preferred Advanced applied statistics skills, distributions, statistical testing, regression, etc. Excellent understanding machine learning techniques algorithms, k-NN, Naive Bayes, SVM, Decision Forests, etc. Strong algorithmic problem solving software development skills (R, Python, similar) Demonstrated capability develop proof-of-concept prototypes experimenting novel algorithms Demonstrated experience accomplishments use data mining, machine learning, predictive analytics address real-life problems. Past experience analyzing large scale data distributed algorithms Excellent analytical, communication (both verbal written), interpersonal, organizational skills. Must able communicate effectively clearly present technical approaches findings."
308,Data Scientist,5.0,"Kollasoft Inc.
3.2","New York, NY","Irving, TX",2559.193893129771,-1,Company - Public,-1,-1,-1,185.0,11033.685185185184,"Data Scientist Requirements PhD Computer Science, Electrical Engineering, Statistics, equivalent fields. Applied Machine Learning experience (regression classification, supervised, unsupervised learning). Strong mathematical background (linear algebra, calculus, probability statistics). Experience scalable (MapReduce, streaming). Ability drive project work independently team. Smart, motivated, attitude, seeks make difference. Excellent verbal written communication. Preferred Experience JavaScript prototyping languages Python Experience Java Scala plus. Knowledge electrical engineering cyber-physical systems plus. portfolio projects (GitHub, papers, etc.) plus. Your Responsibilities Driving adoption Deep Learning systems next-generation products. Designing deploying Machine Learning algorithms industrial applications fraud detection predictive maintenance. Collaborating data subject matter experts customer teams seek, understand, validate, interpret, correctly use new data elements. Job Type: Full-time Pay: $100,000.00 $120,000.00 per year"
309,Data Scientist,3.4,"ASRC Federal Holding Company
3.4","Reston, VA","Beltsville, MD",7500.5,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,-1,185.0,250500.0,"ASRC Federal ExaTech currently seeking:+ Ten (10) years experience Data Scientist work engaging, high-tech development environment, working excellent team customer base. Bachelor's degree Computer Science related discipline accredited college university required. Four (04) years additional software engineering may substituted Bachelor's degree.+ Experience JAVAScript, LINUX,UNIX, ElasticSearch. Experience manipulating date software engineer techniques **This position requires active Security Clearance.**Positions require Top Secret security clearance, based current background investigation (SBI), well favorable completion polygraph. Clearance polygraph processing completed U.S. Government.**ASRC Federal Subsidiaries Equal Opportunity Affirmative Action employers. All qualified applicants receive consideration employment without regard race, gender, color, age, sexual orientation, gender identification, national origin, religion, marital status, ancestry, citizenship, disability, protected veteran status, factor prohibited applicable law.**ASRC Federal Subsidiaries Equal Opportunity Affirmative Action employers. All qualified applicants receive consideration employment without regard race, gender, color, age, sexual orientation, gender identification, national origin, religion, marital status, ancestry, citizenship, disability, protected veteran status, factor prohibited applicable law."
310,Data Scientist,4.4,"Adwait Algorithm
4.4","New York, NY","Houston, TX",125.5,2015,Company - Private,IT Services,Information Technology,-1,185.0,11033.685185185184,"Job Description Title: Data Scientist Location:Remote (SF/CT/MN/AZ/NY/WI) Duration: Months MUST:- plus years financial services experience MUST Job Responsibilities: AI/NLP Data Scientist responsible building Data Science models main focus data extraction insights form text corpora. You need rapidly prototype various algorithmic implementations test efficacy using appropriate experimental design hypothesis validation. Responsible big data/analytics projects gather integrate large volumes data. Specializes developing programming methods, processes, systems consolidate analyze unstructured, diverse big data sources generate insights solutions client services product enhancement. Acquires data multiple data sources perform analysis. Implements validates predictive models well create maintain statistical models focus big data. Identifies, analyzes interprets trends patterns complex data provide answers business questions well provide recommendations action. Interprets data analyzes results using various advanced statistical techniques tools. Presents data analysis clear concise manner allowing audience quickly understand results recommendations make data-driven decisions. Collaborates various partners prioritize requests/needs provide holistic view analysis. Measures monitors results applied recommendations presents adjustments. Ensures data acquisition, sharing results applied recommendations compliant company standards. Basic Qualifications: Bachelor's degree quantitative field statistics, computer science, engineering applied mathematics, equivalent work experience plus years relevant experience Preferred Skills/Experience: PhD Computer Science, Computational Linguistics, Artificial Intelligence heavy focus NLP/Text mining years relevant industry experience. Creativity, resourcefulness, collaborative spirit. Knowledge working experience one following areas: Natural Language Processing, Clustering, Classifications Text, Question Answering, Text Mining, Information Retrieval, Distributional Semantics, Knowledge Engineering, Search Rank Recommendation. Deep experience text-wrangling pre-processing skills document parsing cleanup, vectorization, tokenization, language modeling, phrase detection, etc. Proficient programming skills high-level language (e.g. Python, Java, Scala) Being comfortable rapid prototyping practices. Being comfortable developing clean, production-ready code. Being comfortable pre-processing unstructured semi-structured data. Experience statistical data analysis, experimental design, hypothesis validation. Project-based experience following tools: Natural Language Processing (e.g. Spacy, NLTK, OpenNLP similar) Applied Machine Learning (e.g. Scikit-learn, SparkML, H2O similar) Information retrieval search engines (e.g. Elasticsearch/ELK, Solr/Lucene) Distributed computing platforms, Spark, Hadoop (Hive, Hbase, Pig), GraphLab Databases traditional NoSQL) Proficiency traditional Machine Learning models LDA/topic modeling, graphical models, etc Familiarity Deep Learning architectures frameworks Pytorch, Tensorflow, Keras"
